qid,source,page,difficulty,domain_code,domain,skill_code,skill,external_id,ibn,uid
fb0bf9d5,hard,389,H,Q,Problem-Solving and Data Analysis,Q.H.,Evaluating statistical claims: Observational studies and experiments,,115803-DC,499f9781-90ce-4f29-a797-6640b978416d
7dfca1ed,hard,390,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,6b0fa953-48a3-4e6a-b3bf-f89f238a2e5f,,4a075e68-0df1-458f-8885-51336e3103ae
c797ac5a,hard,391,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,6a8b6e9c-0f6a-4142-bb00-4c010ea78463,,4aa3de51-b901-4503-95b6-fc1e96bff699
93e6d3a0,hard,392,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,3c079e14-5f5a-4f91-870d-f3f362b09515,,4c0f2c40-4b5b-430b-ae57-4f522c560e21
3d8fb665,hard,393,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,ee96cf63-6e0d-4e56-987b-8a430180ff83,,4c9f0ffc-328a-422c-a627-3c5366b3b8ed
8fcfbb5b,hard,394,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,5de1f8df-f0d7-45dc-b747-aa3739f165e7,,4df8cf6b-4150-4f5d-a030-f9462da29d79
1deca22c,hard,395,H,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,,033406-DC,4e128b05-2d97-4607-9593-083269e52e2e
3d052252,hard,396,H,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,a03c2423-1897-424c-af02-396df76a2077,,5144f462-89df-41c3-a8ed-901719a0e1c1
73146db7,hard,397,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,5a1e8e69-72b2-45ed-874a-cb8da6e14e53,,5185064f-632b-4176-b713-4ce9f6bb0379
e8833808,hard,398,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,b7e525bc-46c8-4b02-9334-69c34603d8b8,,52a2d7e0-7645-4d82-bd1c-6f1220a5fe9e
3315276f,hard,399,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,c7a13f48-1708-4770-b8a9-8ab030980d56,,557d12ca-12c3-4247-88c2-77c799eb3a08
fae7852f,hard,400,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,2f7d5fbf-4e96-48e5-bad0-6a8d5af2fd04,,57c407d3-8016-4b7f-a817-0c91d96befb5
4d47b97e,hard,401,H,Q,Problem-Solving and Data Analysis,Q.H.,Evaluating statistical claims: Observational studies and experiments,b1a28b32-78df-48a9-8dd8-d6ce869d8c97,,593719b2-bc92-43f7-932a-2d82d17df059
34897627,hard,402,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,,068208-DC,5a751005-3f4e-49af-96d7-33ebd629a760
781840ee,hard,403,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,6d570b69-0f2f-493b-90a9-704de4cbcc90,,5af4d759-43c0-4c29-912f-2464ed3b9d20
4ea51fe3,hard,404,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,7d7f2573-8023-4a84-94f0-5b6b97238f13,,5c23225c-0f8d-44b4-8e43-1a56a0239b77
292ef340,hard,405,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,ebdb3335-46cd-4624-a94a-8608e5b61832,,5d58218e-2220-42c4-84db-46468f11094d
b9f49384,hard,406,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,5b3a6153-fcbb-4a43-846d-414865842f2a,,5e37e0a9-5d9c-4679-8d5f-808763862685
5f8ea288,hard,407,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,4528d065-9b74-4632-b326-0fd9a3972338,,5f8cb105-e3e9-4bf8-bcee-ae8d1e178b61
2fa41ac1,hard,408,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,580cb7b5-4bb4-4268-a60c-c384d1b3eac9,,60d5e63b-3924-464a-a348-52dc569191e1
f85ae6b5,hard,409,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,620cc46a-4388-438a-a9b5-5241f4f0e28f,,61d3897c-1530-4daa-ad9d-f50dd5b4ed7e
a669919a,hard,410,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,9449ebd8-b04d-4a59-afde-61e2a89f5795,,62c5bd2e-72d6-4389-9455-1e05b37fc125
99e5953d,hard,411,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,6696338b-3d53-4743-9bf4-ce5e9bb1de29,,6360acd6-4657-4fa6-8790-7f6dc56e155f
22967e2c,hard,412,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,8730f165-2006-48d9-9419-e17475e10595,,64fd8ddd-1863-4aa8-b84f-5590588228c1
49836ee7,hard,413,H,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,2ab903d5-57a6-4b4e-bab0-06d30a33eaf3,,66b66c36-6c36-49db-8ce0-99350600c1c4
889822a0,hard,414,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,b78e8b33-aa76-43f7-aa14-79031f0dd51f,,67016aa6-a17d-42bd-9377-6791ae30396a
422ee6ea,hard,415,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,,048708-DC,6734646e-6bea-490b-83fb-2f80a6907dc0
6ad8cf7a,hard,416,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,cc970a21-3dbc-4195-8fe1-5d40126e72dc,,67a27333-cd0c-40ff-9f6c-ee65795eb793
f302df7a,hard,417,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,19e7cddc-a87a-4604-a3d7-1be079f980fa,,6c6b69a5-de86-44bf-b093-f08e5236968a
00288440,hard,418,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,1019ea18-b894-4abc-8648-7666a69e897f,,6d8e0078-3d65-4448-adc6-1ba141636d13
a455c87b,hard,419,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,4ded7601-1db1-4833-b691-5be953c44a95,,70145037-8b35-46b6-84ad-a0e965ee69b6
11605f7d,hard,420,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,,050205-DC,7224da1d-7fca-45f0-9f05-da8a92c93177
f82a259c,hard,421,H,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,21828806-3df3-4583-9ad0-70f9f91d5fb4,,75840aeb-708e-46b7-98fe-b60ea21403bb
bb3edaf5,hard,422,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,7bf2b9f4-e018-4da8-86e0-6c4ee604a156,,7705430a-f78f-437b-8f2f-ef128abce663
2587c008,hard,423,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,5ad876ae-8409-4b86-afbc-36a475295927,,78c278c7-dc75-4234-9999-585b1de5fd2b
69ac501a,hard,424,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,8ac171ea-f21d-4a83-8c25-ff71672ef96f,,79021c1d-6dbd-43d5-91c0-4488c05c7ea7
a2adefb6,hard,425,H,Q,Problem-Solving and Data Analysis,Q.H.,Evaluating statistical claims: Observational studies and experiments,4f8ba93d-57b9-4397-8954-a03900573b60,,7974cab8-6aa6-4e89-9346-d0550cf379ea
9a090778,hard,426,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,45668c56-9094-4659-9046-94c0a3dd5abe,,7acee505-8c5d-4b31-ad4d-c64cb452d785
67c303c7,hard,427,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,3760077d-168b-4366-a814-18d609973e4d,,7b095b8e-ecc4-4d1c-ac74-732c467fd973
53e120db,hard,428,H,Q,Problem-Solving and Data Analysis,Q.G.,Inference from sample statistics and margin of error,858211c8-150f-4557-b469-c8266363d3f1,,7d50a94e-5b50-4121-9545-bc77310bcfd9
335b385e,hard,429,H,Q,Problem-Solving and Data Analysis,Q.E.,Two-variable data: Models and scatterplots,ff648c0e-3b4a-4610-9fb7-abcb0f800b01,,7d758967-17af-4946-a82a-a55d3f5a5c37
7142d26b,hard,430,H,Q,Problem-Solving and Data Analysis,Q.F.,Probability and conditional probability,8939f2cc-e134-4090-8c4f-95c795e55c2f,,7d84fa01-d28c-434e-8292-c33554f1834b
3aba791d,hard,431,H,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,3d9ac1e5-3c28-4012-8d67-9fe4e57e15c7,,81912eb5-e69e-4020-9c2c-f59816993601
0e114044,hard,432,H,Q,Problem-Solving and Data Analysis,Q.B.,Percentages,,060715-DC,835282d0-ad64-4f42-8dc6-a3e6fe80b356
299f0191,hard,433,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,ce8d5ce3-77c0-4191-8554-8c766cbe11ed,,89ca17ab-0be9-47cd-9610-ed9f87085a53
34bc0a33,hard,434,H,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,74260a1f-cd0a-488c-b275-af183a20dc9d,,8a52d5c8-4430-4eaa-9d71-47085ee268a7
cb8fab88,hard,435,H,Q,Problem-Solving and Data Analysis,Q.B.,Percentages,62c2cb28-7b20-4ff2-ad0e-d8733522c0a9,,8c1f6fe8-fc0f-4844-85f2-bc262c53b9ef
513068df,hard,436,H,S,Geometry and Trigonometry,S.A.,Area and volume,e2984ace-a4e1-455c-b5a2-23a935f2a1d7,,8d754a1a-c9b5-45bf-9131-66263b4bef25
79f67b29,hard,437,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,180ea69a-bcb1-4428-bca9-990ebaddb2d1,,8da1b35d-6b13-4240-8b1f-e945d66b9ef7
cf48cb11,hard,438,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,d930845f-4e51-4236-a70b-81faf57f70bd,,8eb14964-e546-46a7-848e-ab0844dd19fa
c0e6c59e,hard,439,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,e56a71f3-d031-49f8-815c-928c36116a0d,,8f88afe8-0990-49f1-aee0-741cde0c6c52
7809bf8b,hard,440,H,S,Geometry and Trigonometry,S.D.,Circles,24794b5f-bd46-49ff-82bb-fe9d49d087e7,,900786d1-a4d5-4714-b491-909b22b63007
742739f3,hard,441,H,S,Geometry and Trigonometry,S.A.,Area and volume,,036314-DC,927ef1dd-a0d4-43ce-8a94-2d7ddfe3fe9f
f0631489,hard,442,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,10235c94-cef9-498d-a581-970be26ae297,,938ed105-f023-4d67-9b27-837bd517a9c6
501defe7,hard,443,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,044404-DC,9545e9a0-6ce1-4ee8-9a5e-d5c528614a14
dded52d9,hard,444,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,379764fd-59f4-44fb-bcf4-34b6b54774b4,,96c015e0-c9ef-47ae-9def-a43e14b6e4b9
40747bf0,hard,445,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,c293fb5d-814a-45a6-af55-d82a901225c8,,97227633-53c6-4913-9220-5311c813b7de
f4a1e68a,hard,446,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,da0dbf37-70d9-406b-8789-aedab9b5a6e3,,991b5188-f317-4900-8c02-9ea176df629c
7e82b538,hard,447,H,S,Geometry and Trigonometry,S.A.,Area and volume,d7915025-23a8-479e-ac82-381386ff6467,,9979650c-1064-4654-89ea-05ed0772c3e0
5a824e9c,hard,448,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,b7905b9c-2ce6-4f4c-8fda-b2b9c95d0746,,99bc1aa6-64a2-416b-82b9-3bf39163b122
9fe0f754,hard,449,H,S,Geometry and Trigonometry,S.A.,Area and volume,1ce39f54-7b78-4515-8f90-fd2fc27b0531,,9a671355-f7a0-4130-9742-d28d210a649c
102d6d94,hard,450,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,0c4ea319-4886-4b0c-88ae-7c63ff11f0d1,,9a7aca1b-6499-4bb1-8d7b-22cf7b920235
ad4d0090,hard,451,H,S,Geometry and Trigonometry,S.A.,Area and volume,677380cb-e930-47b6-8508-e3328d7c78c0,,9a95c304-97e2-42af-b5b2-9242b0265e74
611f332e,hard,452,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,71bf5f77-70de-48e5-9a2d-49ce20d6e898,,9b63c166-705f-41b4-9a1d-9d0e781893d7
10017486,hard,453,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,1ce14dc3-e928-48e5-b6b2-0d7d11551f50,,9caf2af7-c15d-416a-9040-2d4c49705257
888f8b00,hard,454,H,S,Geometry and Trigonometry,S.D.,Circles,20217034-c9e6-4099-a894-2d97184a2fa9,,9cc27361-f3f4-47b7-989e-b995bb4a2b51
1eb1505c,hard,455,H,S,Geometry and Trigonometry,S.D.,Circles,d79ea34a-cb43-4a33-a802-eed5a763d80b,,9db9c1c3-cffc-4a35-93b1-8cbff48ecb8c
32484034,hard,456,H,S,Geometry and Trigonometry,S.D.,Circles,cb6397f1-67ec-4e81-a797-27d0bb0ef0d6,,9e11f8fd-9804-4ae6-807f-9b10ae6b63ae
b44ec8de,hard,457,H,S,Geometry and Trigonometry,S.D.,Circles,a8d9b7e5-657b-499c-8ca6-e3acb925fab3,,9e3bfb0a-8b4c-43de-8006-cba916002eef
b15ef0b0,hard,458,H,S,Geometry and Trigonometry,S.A.,Area and volume,35a4fe32-ea5e-4052-8b93-e04f79b55563,,9ea4ae5d-70ec-44bb-85a7-b6fc4cead284
2fb3b9d8,hard,459,H,S,Geometry and Trigonometry,S.A.,Area and volume,4b6bc1ce-ae86-42ad-82b7-f5c4d564ed9b,,9edda10d-4e7e-466d-9d00-d046a983f579
b52f8740,hard,460,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,71618015-17f8-4be5-84ee-d68f5a0303cb,,9ef92130-c5b4-4f72-85ce-fc1e7f23be67
57fa49f5,hard,461,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,72f1653e-8342-4f7f-ab68-48ccd41c6131,,9f622cca-659c-49c4-bf03-f7d0a7de0abc
888c1e41,hard,462,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,9bf512c9-d60d-45d4-82b5-f3406405311b,,a0a1f53f-ed60-49b2-b902-06a82fc47215
3381c770,hard,463,H,S,Geometry and Trigonometry,S.D.,Circles,5f71e532-2653-45ed-b1b0-350d61fc39a3,,a0ef7163-30c0-4445-a84b-4347dfb618a8
736a0cad,hard,464,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,5da6be76-b7ba-49bc-8edc-43023ff22437,,a225f15f-c15e-418e-917d-9c3b613d8e3b
f2b52d15,hard,465,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,0847837e-216b-4b14-beea-a26743d22822,,a23b386d-b4c9-4e8f-9803-a8283fe6a37a
deed71c8,hard,466,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,c37e5fc4-18cf-4640-bb58-4d3706922d46,,a3daee68-159e-41e1-a560-c48f4262e800
2ed44ee1,hard,467,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,4a660867-b6b1-4a05-8680-7345ee525e7d,,a5263d2e-4634-4eb4-97b6-949a37d8f8fc
82344a78,hard,468,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,bb79026e-13c4-4b08-a7b9-aa42fc49d679,,a9a39efc-7933-43da-89e8-22966679767c
79d986bb,hard,469,H,S,Geometry and Trigonometry,S.D.,Circles,07697179-7f7d-4403-9ae4-a8e3e24f4800,,aa235ab7-510d-49e2-a50a-bd1f08be4b4d
4210245d,hard,470,H,S,Geometry and Trigonometry,S.D.,Circles,56b00a08-97bf-40c6-9242-fc9bc809a788,,ad54c900-9b4f-4fb0-9ace-499a865587b7
046685d9,hard,471,H,S,Geometry and Trigonometry,S.D.,Circles,4d97e10c-b4f0-4b56-bc69-94c96d754e7d,,ae655f99-241b-427f-b14e-006c65000182
2c39182c,hard,472,H,S,Geometry and Trigonometry,S.A.,Area and volume,1659a829-8af0-46fa-9944-0dc7478a6534,,af213cb5-6181-4a78-80a2-6439b6bb8060
d006b42f,hard,473,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,01ec6c1a-1e50-4be9-9860-7deee4e84867,,b0f026ed-d41b-4392-bb21-03b7bd852b31
ca923be4,hard,474,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,dadf76ce-533f-4555-bc5e-9f4f7ebfbc6a,,b3b6442f-294e-4bf3-b634-ae58837f8424
fa5fc830,hard,475,H,S,Geometry and Trigonometry,S.A.,Area and volume,6fb52b1a-d3f2-4ff6-964d-dc66932782a7,,b3d9383e-2fe5-480b-b667-b51b303ff2fc
5b7328fd,hard,476,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,7c986a30-bdc2-46bd-9d0a-5b7813ce92ff,,b445fd56-4ab2-4bdb-9a7e-abec9c805ff3
c56a9a70,hard,477,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,dfffa73a-650c-46e1-9a18-65bdcaa6d31e,,b4d2fd7d-7370-47cb-8538-ab4395a73a8c
425f2188,hard,478,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,d1a87ba0-8850-4b9a-aa6a-51afae3bca4e,,b687042b-4d7e-492c-bc9e-d5d0a7db4860
4ea3ec15,hard,479,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,ed519548-5579-4d28-a3e0-126fe585ddf2,,b6e31ee4-4fa1-46a2-b3a3-026d46146bdf
c0e2b9b3,hard,480,H,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,69574fba-6cb1-4761-8c5d-8458e7fe11cb,,b770b63e-b97d-4c01-8fcf-4110cd780a94
e0124b5e,hard,481,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,45c3e07e-e6bd-4150-8d1d-3ece58e53c53,,b7994807-9d52-4f01-aa36-04abf02013fe
6b042995,hard,482,H,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,9e585927-fbfa-4156-b2ac-97141215a66b,,b79a8a03-f66e-43c8-b5a9-08c09bb1e345
