qid,source,page,difficulty,domain_code,domain,skill_code,skill,external_id,ibn,uid
8952e6bd,medium,473,M,Q,Problem-Solving and Data Analysis,Q.D.,One-variable data: Distributions and measures of center and spread,0965fdd0-6255-4774-a1be-74c7097cba35,,5390414f-fd2a-43ae-b1c5-58489e29676d
6496973c,medium,474,M,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,49d19558-d666-417b-8451-9abc1a93ef09,,53e71286-da63-4401-82b2-5dd1339e4c14
5de867fc,medium,475,M,Q,Problem-Solving and Data Analysis,Q.B.,Percentages,21e7cb70-80c0-439b-81c6-f65ffb135c9d,,5502ce36-a549-4a43-a00e-ed100602192c
5a031366,medium,476,M,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,09350f04-3ed0-4242-9374-a9b48a8ec6f9,,55d8d2e5-097d-4d18-b36c-d743b26ba11a
4c4bba1c,medium,477,M,Q,Problem-Solving and Data Analysis,Q.A.,Ratios, rates, proportional relationships, and units,8852218a-3822-4291-a8a5-9c7044c37cb9,,5643f9c2-ae07-422c-a247-7db52362fce3
5405c305,medium,478,M,S,Geometry and Trigonometry,S.D.,Circles,,086309-DC,5855436a-a315-4cef-979d-d411a1f2be9a
6aed716d,medium,479,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,056904-DC,5a6667de-1d73-4599-bd30-c13c75eb29f9
5b157044,medium,480,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,327ed9df-b6a3-4a89-8aa5-3bc1a9d648ea,,5dd4c66b-1a51-433c-adf4-4a893dc83dec
42ac6b93,medium,481,M,S,Geometry and Trigonometry,S.D.,Circles,11826d1a-1c8e-4726-a6f9-841b007e24b0,,5de16bb5-9e67-41f4-861e-96cf1c4ee469
c4fb5312,medium,482,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,0766ef60-a750-445d-aa9e-a511b2f27c29,,5e5547cd-de25-48bd-8b50-cea28b1bacdf
4271135f,medium,483,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,12577b80-5fd2-4bd4-be09-a422d21657e3,,5fce0a76-1d6c-40c9-9dc2-334f79e30fb8
3d80da17,medium,484,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,033208-DC,5fdb50da-e93d-492d-acd1-78b0af12567a
ac079729,medium,485,M,S,Geometry and Trigonometry,S.D.,Circles,3e6e7925-a498-49df-9303-19a706ceac45,,6002a459-4649-49d6-a5af-6ea177076686
31c6c4ee,medium,486,M,S,Geometry and Trigonometry,S.A.,Area and volume,,110302-DC,605dd220-5072-49a0-ad5d-fd6378f440ba
2366a02a,medium,487,M,S,Geometry and Trigonometry,S.D.,Circles,,103703-DC,61e9031f-0203-4246-9836-c6d9d8248960
43da5a51,medium,488,M,S,Geometry and Trigonometry,S.D.,Circles,2600afe1-296d-4ccd-958f-089d493adfce,,622a8400-1f02-4492-bc2c-4199d56c4b9d
0bd8bd47,medium,489,M,S,Geometry and Trigonometry,S.A.,Area and volume,61b904bd-65a0-4a9c-8e85-d7c716a02911,,63b987da-869f-40bf-b3e5-138ed23c9496
5b9e69b5,medium,490,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,97e58331-d62b-48e8-a774-8d9feac3eb39,,65934919-f9bd-462d-990a-cb8011a6e299
cd566ef7,medium,491,M,S,Geometry and Trigonometry,S.A.,Area and volume,2a65d94b-f63e-4d27-9415-705db497d249,,65a43fb7-2c8e-4c97-9230-5f0c1239f12e
4603d4bb,medium,492,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,,071710-DC,68a42a0b-ac14-4bb1-9682-32aec257b99c
72e55dc9,medium,493,M,S,Geometry and Trigonometry,S.A.,Area and volume,6a35d0a6-d347-4121-948a-ff9df269cf69,,69d16e29-4450-4a7f-965c-0d6ab9ee83d5
543c3542,medium,494,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,11f48d51-0a01-41d3-986d-a890ba716849,,6a8a1332-450b-4c92-907f-5d3786d9cbac
6d536b4a,medium,495,M,S,Geometry and Trigonometry,S.A.,Area and volume,78ba3353-6b77-4cb0-8b2e-0072505e072d,,6ab7e6c9-0da8-4570-b298-5d45e4e62423
3fc90436,medium,496,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,0d596a13-c440-4e0f-bbf6-58959e89b288,,6b0ca052-4e32-4518-9e09-6ec289ba1a5f
cc460c36,medium,497,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,df9b4625-88e8-441f-b654-7b62e573ed52,,6b118eb6-a7fc-453b-8cf5-0a1f3d4e3e87
9499c4ac,medium,498,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,0f48ebac-c8c6-4799-b16a-37da997e33b3,,6bab0ea4-24ef-4c9a-9202-4dadc6b103f1
4ea1a6bd,medium,499,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,35e12ef6-e949-446e-bb20-233b23bd4d5b,,6d97babb-d036-4dcc-bd8e-f7d56fe330e5
7b7a7ee2,medium,500,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,5ed583e9-eb74-4107-8c67-b45e1f7924f1,,6ee8a621-d629-4c0b-9863-cc674ae2ed40
023b74c2,medium,501,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,4c881e27-09e3-4f93-ae07-57ed22bbf3ec,,6ff9b09f-9a61-4ab2-863e-ffb55ca44ac5
4aa7f4e1,medium,502,M,S,Geometry and Trigonometry,S.A.,Area and volume,0641d6b2-141a-40d4-a321-69e8b0cc15cf,,703ec27e-3907-4541-9688-d63be1e5fbca
09a1098e,medium,503,M,S,Geometry and Trigonometry,S.D.,Circles,9212e5cc-db4e-42a8-be8d-f6773d75ab63,,72bd6e4d-6b2c-4559-ac45-1d37340f66f6
0eb7f19a,medium,504,M,S,Geometry and Trigonometry,S.A.,Area and volume,0c7e83b4-c8b3-4b8b-9a87-489970c40d6b,,7345099c-8636-46bf-bb09-25719ff8fa6f
5c88e9ea,medium,505,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,04eeae59-250b-4200-90ae-3ca3218838ce,,736e79f1-2db4-41c0-8605-2c5c8a847eb8
85d9125e,medium,506,M,S,Geometry and Trigonometry,S.D.,Circles,6c141d9f-5490-4de2-bdde-53e6f26439d0,,7376eaf7-21ef-425f-a27e-b250f03f101a
b6d38c4e,medium,507,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,091701-DC,75ecbe1c-5de2-470f-a28d-355df8535b3c
5114e418,medium,508,M,S,Geometry and Trigonometry,S.D.,Circles,,082213-DC,7658c744-c4d9-486c-8864-d54696479014
6943dba0,medium,509,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,0cde841d-2d4d-4f3b-8808-ec110ba27e1a,,76a00253-ef96-4d6e-a19d-fe67ff831043
f911e3ce,medium,510,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,033901-DC,78b357f8-8caf-4fd0-8280-703cd5cef531
155732e8,medium,511,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,199db483-c3d4-42c7-bb76-c19f3de42c58,,7bcaa872-af2f-4550-8ee8-97f6f87820c7
6f56bbba,medium,512,M,S,Geometry and Trigonometry,S.D.,Circles,3ebee3c8-0c4f-426c-b288-fcf8a4fa5df5,,7f1853c4-77f2-48b0-8e23-f4266d890397
2229ec21,medium,513,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,,041709-DC,818ec913-5425-4970-bda3-992d2ccaa605
1e892343,medium,514,M,S,Geometry and Trigonometry,S.A.,Area and volume,217ef02e-bc84-4d15-98d8-26eea3bc9c30,,81bb06ef-56a7-4080-8769-8472cf870488
6a03aec8,medium,515,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,3cafad9a-fe34-4da6-b9b0-d0a9f4b855d3,,81bf258b-582f-4be8-9052-d784020b9705
a81f7ff6,medium,516,M,S,Geometry and Trigonometry,S.A.,Area and volume,03e77c56-abd5-4e61-aee1-16d956ce4d55,,8215b8a9-261d-40e5-8c39-3cd6278f2a9e
28254b2f,medium,517,M,S,Geometry and Trigonometry,S.D.,Circles,2649debd-11f9-4ad5-84f4-bc972bfb2cee,,82dcd3f8-0678-4d07-a9a2-b52345802cca
6695fb54,medium,518,M,S,Geometry and Trigonometry,S.A.,Area and volume,,045411-DC,82f203fd-b723-4f58-81c4-ac3bdd74293a
ed4f72ec,medium,519,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,,078102-DC,86a93f9f-ccf0-421b-a28d-3c60c83fe2af
121f00dc,medium,520,M,S,Geometry and Trigonometry,S.B.,Lines, angles, and triangles,8cd53dc3-9d2d-4234-a4ec-f18fc0d3b1ff,,873fb727-e65d-4dd9-a405-5833014119e6
4c19c01c,medium,521,M,S,Geometry and Trigonometry,S.A.,Area and volume,7894c1fb-3b16-410f-beb8-f9f18d64ca55,,89c2e9c0-b482-4c54-aa93-d7e94324b849
c618b1b3,medium,522,M,S,Geometry and Trigonometry,S.C.,Right triangles and trigonometry,1041bb2e-224d-4ec7-9e4b-e08f6927f7ed,,8a3b49dc-7b6e-4bf0-a3c9-1ec36fc24405
ac472881,hard,1,H,H,Algebra,H.A.,Linear equations in one variable,ad6cdfd4-4643-45b2-b72d-0602fb30ce1c,,001e3cd5-5928-4676-b497-48a04ed66b44
3f5a3602,hard,2,H,H,Algebra,H.D.,Systems of two linear equations in two variables,c240c048-e272-462b-b645-1751de050cdd,,00d5ab1d-b64c-4161-97b7-890e404262ac
edc1b7b7,hard,3,H,H,Algebra,H.D.,Systems of two linear equations in two variables,b6f1b7b6-08b9-4116-8100-5f1f3da107c1,,0103767c-8ef7-4ec8-a9fb-3a3fa9a5469f
3008cfc3,hard,4,H,H,Algebra,H.C.,Linear equations in two variables,03c419c2-1a21-411f-a37d-b518703af1f9,,0125a0dc-c6d1-4140-9c1b-07a3efc83a32
4becad44,hard,5,H,H,Algebra,H.D.,Systems of two linear equations in two variables,d8de44ac-a69a-48bb-9666-e60c72b7e1ca,,01583047-7a05-4844-94db-e04df993c0f9
d1b66ae6,hard,6,H,H,Algebra,H.D.,Systems of two linear equations in two variables,,042910-DC,0160d747-a168-46dc-a482-c211eaaf6a28
3cdbf026,hard,7,H,H,Algebra,H.C.,Linear equations in two variables,,117914-DC,0200ca76-7802-4ef5-b7a6-070360964992
00723d16,hard,8,H,H,Algebra,H.C.,Linear equations in two variables,5d1e0097-391e-4f8d-bea7-cc32147dcc15,,021e8765-16f2-42c3-9c19-58bd388572ab
ff501705,hard,9,H,H,Algebra,H.D.,Systems of two linear equations in two variables,103938ac-35bf-4c7b-a354-3d759f581230,,0237f13d-5088-41c8-8ebf-d698a9e4437b
8c5e6702,hard,10,H,H,Algebra,H.B.,Linear functions,75d619ce-649a-4796-b1e3-34e8d538265d,,0275c97e-b91e-4759-aa5a-5bb6436b8170
2937ef4f,hard,11,H,H,Algebra,H.A.,Linear equations in one variable,,086011-DC,02957114-53d8-4cb4-8d4a-38af3f49411e
9bbce683,hard,12,H,H,Algebra,H.C.,Linear equations in two variables,133896ad-4abc-4690-8c6d-000b03eb1f4e,,03178eb9-ab17-47e7-84de-b57d4c8c0d0f
2b15d65f,hard,13,H,H,Algebra,H.B.,Linear functions,,121509-DC,0353ab67-a5e6-4430-9dac-02dad2a845d8
e25f0807,hard,14,H,H,Algebra,H.B.,Linear functions,fdf00ae5-80b2-46d6-8b0d-5b6fdfb2990e,,03e73d9e-86b1-4202-8492-fb1edc406e83
686b7244,hard,15,H,H,Algebra,H.C.,Linear equations in two variables,1328c1fe-ec60-4a08-9c83-4b4c94e15a72,,04232d07-098e-4f1d-a666-01f4b2270cc0
1b1deebe,hard,16,H,H,Algebra,H.D.,Systems of two linear equations in two variables,,041204-DC,049b12ea-0920-429a-a2a4-3471b57c327e
187f74bc,hard,17,H,H,Algebra,H.E.,Linear inequalities in one or two variables,e49bde82-a371-494a-be99-876819049a0f,,04c04c24-c0ef-4416-ac27-1aa6be77e16a
0e056c3b,hard,18,H,H,Algebra,H.C.,Linear equations in two variables,15b5ed76-b4f4-43f5-b312-9d981199ab65,,04fbbcbc-74f8-4eae-8b9e-1e1ba484a303
697c262c,hard,19,H,H,Algebra,H.C.,Linear equations in two variables,80591e59-fc2f-4a46-94fc-4e89dca88be7,,057a7f06-06f8-4938-9a53-1637f0061341
6d0b6ea1,hard,20,H,H,Algebra,H.C.,Linear equations in two variables,5cfeb1da-cbc6-489a-83a9-eb3312224e2b,,066ae34e-be01-4e6d-b627-ddc5e0de57f8
b5228437,hard,21,H,H,Algebra,H.D.,Systems of two linear equations in two variables,9a5557ea-71e4-447d-ac99-5de32e8b5792,,06fae8af-bbcd-44c0-aa4d-067d56314f87
f45af930,hard,22,H,H,Algebra,H.C.,Linear equations in two variables,,117208-DC,07329ee8-a3fa-4d8f-a888-0f6a24c0146d
f130d46e,hard,23,H,H,Algebra,H.C.,Linear equations in two variables,,087803-DC,074af1c9-615d-43ee-ac81-48b72e8c0ca7
321b0d44,hard,24,H,H,Algebra,H.C.,Linear equations in two variables,96f9fb64-5d34-4b16-a362-da1d4fce963e,,076b6c2f-62b6-455f-905d-980f33b4e1a0
88c147a3,hard,25,H,H,Algebra,H.E.,Linear inequalities in one or two variables,665d838b-dd30-4e66-9e95-cab379e5c38e,,079040ad-a17a-427c-b04f-dd3c612b0e2b
b305c218,hard,26,H,H,Algebra,H.A.,Linear equations in one variable,d3931f22-1b51-452b-8063-3c196b9bc67b,,07e86a6e-a830-4b7f-b1e9-e586216e1587
b8e4b2ea,hard,27,H,H,Algebra,H.A.,Linear equations in one variable,725d9b11-c7ed-420d-8b74-44e649227fef,,08045cdc-a351-480b-94c6-59327aa69393
3fcf9530,hard,28,H,H,Algebra,H.B.,Linear functions,,088914-DC,08a1eda5-bf44-41cb-9ea3-596eb4bb5535
6d7d0f99,hard,29,H,H,Algebra,H.C.,Linear equations in two variables,,092809-DC,09075149-4965-42cd-aed5-ae3ab0662827
87b43f6f,hard,30,H,H,Algebra,H.B.,Linear functions,5c8658a8-7c5c-41a9-93f5-e38794fb5af3,,0a67b784-cd31-42a5-9eb1-fcc2174b5d21
16f3e62d,hard,31,H,H,Algebra,H.B.,Linear functions,2f609f4b-f456-40bb-aa66-52cd82411a8b,,0b556bcd-93ea-4a3b-9efc-840d23b274fe
e5af59aa,hard,32,H,H,Algebra,H.C.,Linear equations in two variables,713ac4a8-a0a3-4f15-97a9-2298fb38aa1a,,0be28fae-e60a-4a50-90b1-462bb5179433
276f2134,hard,33,H,H,Algebra,H.C.,Linear equations in two variables,fa6606c1-1df3-4b7c-88e7-2a8f3b11a52b,,0bfe0a93-4262-4a29-bcfb-3616085051d3
b7778f2c,hard,34,H,H,Algebra,H.C.,Linear equations in two variables,,113719-DC,0c1cdf9c-81d7-4cae-8733-aea8166835bf
8466cc4e,hard,35,H,H,Algebra,H.D.,Systems of two linear equations in two variables,6caee118-450d-4b3d-b983-36eb859c13b2,,0d436aaf-ff02-4de2-9e8b-c0bdf4180e0c
4efbec49,hard,36,H,H,Algebra,H.D.,Systems of two linear equations in two variables,bace8e18-47dc-44dc-b1ee-215a015b3c4a,,0dadb6d5-a65c-4696-9343-74e743e8c82f
78711ec9,hard,37,H,H,Algebra,H.D.,Systems of two linear equations in two variables,5257886e-562b-4f68-8a62-0fbc2bcc95bb,,0f1da768-8b7b-41f1-8dd8-2a7dc0e60131
1ef276d9,hard,38,H,H,Algebra,H.C.,Linear equations in two variables,,120904-DC,0f9fa4d5-2731-4fee-8f2f-4da852744a7f
820dd10f,hard,39,H,H,Algebra,H.C.,Linear equations in two variables,,108306-DC,101008ed-6025-4886-aace-7d29e87e9a1f
08f41a64,hard,40,H,H,Algebra,H.D.,Systems of two linear equations in two variables,035f0111-6c69-44da-8acb-f056f699bc58,,105cbf1d-0dd3-4e64-8026-a7588f891cc3
b9684b12,hard,41,H,H,Algebra,H.B.,Linear functions,37013502-bfe7-491e-a987-e1f657485d7c,,106101a4-7179-4568-8c60-4a329c3107a3
f9ce1362,hard,42,H,H,Algebra,H.C.,Linear equations in two variables,4f659f2d-b717-4ce4-80c8-e4a2cd1343ae,,106c674d-e826-4058-848b-005c3074a72a
218a2380,hard,43,H,H,Algebra,H.C.,Linear equations in two variables,b6c96a5f-08cd-4e8b-873e-ce7fa3d5cf73,,10725b0f-3ed0-403b-82d4-f7f78b46e9b8
5954983f,hard,44,H,H,Algebra,H.A.,Linear equations in one variable,a89de876-09db-468b-8937-5ddd578dd7b5,,10b17673-d712-4aad-a210-8d847c468b19
7a38bb8e,hard,45,H,H,Algebra,H.C.,Linear equations in two variables,a58be2b2-9253-42b8-b7ff-43f5a409c794,,11077648-3fc6-480a-8aa8-9d8931562665
f5c6e56a,hard,46,H,H,Algebra,H.A.,Linear equations in one variable,6a1e4145-722b-45be-af32-2e86ba6fda36,,12ed8ab5-22fb-4e11-ab89-376cd94dd622
ba7f4462,hard,47,H,H,Algebra,H.D.,Systems of two linear equations in two variables,7fe52855-fbaf-4eeb-9787-f30c7f5d2e2f,,13c75edc-c79a-46a5-9227-4cc72963439c
569c5959,hard,48,H,H,Algebra,H.B.,Linear functions,8446f97a-c02a-49f8-aa65-2af5613cdc00,,140b6811-8839-4f82-9835-83ff9ff84acf
eef1b67d,hard,49,H,H,Algebra,H.C.,Linear equations in two variables,1cd8ee0b-4c42-4990-9994-0dfe16521d0b,,14f95502-639a-45ea-b281-234e02c5e9f1
c3736893,hard,50,H,H,Algebra,H.C.,Linear equations in two variables,82cc2759-b449-43f8-a8e1-b85cf1aa0967,,15208b96-ae76-4a73-9f58-315b56709ca0
56f698b8,hard,51,H,H,Algebra,H.C.,Linear equations in two variables,b69b7c74-5902-443d-8a27-ac3729fd25f0,,15a11d3b-c54a-471f-b8b9-1e62ed01915f
000d7513,hard,52,H,H,Algebra,H.A.,Linear equations in one variable,1df86701-d5be-4909-a24e-7b98f234d383,,16a0316a-77a3-4c3f-96b9-8501775392bc
96b18afb,hard,53,H,H,Algebra,H.E.,Linear inequalities in one or two variables,1e9e169e-dbf7-4a44-8e36-cbd0ca829152,,16d2442f-6f40-46e1-b445-63f5979c15d5
c1359e79,hard,54,H,H,Algebra,H.C.,Linear equations in two variables,014e25dc-591f-47e6-bbc4-d2d4e2633c54,,16e333db-0fd2-43f9-9299-2370f39909b1
25a3a45d,hard,55,H,H,Algebra,H.D.,Systems of two linear equations in two variables,74fcf4c1-a8a3-424c-9e44-a61a23aaed4f,,17bc24af-71fb-4e33-8344-b0e1f1dcccea
7bc7284f,hard,56,H,H,Algebra,H.C.,Linear equations in two variables,0ceeb10f-fb82-4e92-b2c6-3300fbf848d7,,19b4da6d-e448-4ac7-b1ae-56335cc047e0
847237ba,hard,57,H,H,Algebra,H.D.,Systems of two linear equations in two variables,27acd85c-8fb1-4255-8558-042cabee1fd7,,1ae6a3f7-2a2f-43ec-ad35-d9bc37fa7928
a8a2da36,hard,58,H,H,Algebra,H.D.,Systems of two linear equations in two variables,02a8a90a-1caa-425f-803b-eb2fba72a135,,1afe1300-c5c5-46a0-8fa9-0bded50e2d5c
09d97d94,hard,59,H,H,Algebra,H.C.,Linear equations in two variables,48a9f462-f696-4661-82d0-9af38f4684f6,,1affd92c-1196-43e4-99b2-d987499689ec
f378cd9c,hard,60,H,H,Algebra,H.C.,Linear equations in two variables,112622d0-dcfa-4a1b-ac95-64416c89bc9f,,1b59f18d-e407-4b3d-a6a0-51a58ebf3300
cba60504,hard,61,H,H,Algebra,H.C.,Linear equations in two variables,039508b6-e197-4bf9-a5ce-0b3df994ee34,,1c21da06-c45e-4aef-b2a7-44df67026734
65b742f4,hard,62,H,H,Algebra,H.E.,Linear inequalities in one or two variables,485eab6d-d24e-47ab-9074-4c73dc8b76a1,,1d2e5849-2411-4ca6-98d7-052a6fb5ac93
4c226f58,hard,63,H,H,Algebra,H.D.,Systems of two linear equations in two variables,4d7c3972-2f3e-4285-8bd2-6da0cd55e2fa,,1d97ada7-cc53-470d-97a2-b1f8f149f893
6ef4c2ad,hard,64,H,H,Algebra,H.B.,Linear functions,,053102-DC,1ddb186b-918c-458e-83f6-70af010d395e
31a04cc6,hard,65,H,H,Algebra,H.C.,Linear equations in two variables,,041406-DC,1f3924d0-4be2-43e7-8923-38608ceb87d7
42950ce2,hard,66,H,H,Algebra,H.D.,Systems of two linear equations in two variables,7ff23d0e-6162-4775-92ef-75a884821146,,212f8ef5-831d-463c-bf90-706d493c896d
06e5af45,hard,67,H,H,Algebra,H.B.,Linear functions,bd8c4715-39eb-4221-9de2-804e9f24f265,,22af27c7-c84b-46f4-97a9-8fac8a73aaf3
d949becb,hard,68,H,H,Algebra,H.C.,Linear equations in two variables,a964900a-f6f5-41f3-b690-b6bfa455f944,,22fb8a5b-35cc-4c23-a6a5-00355c3a8d47
4bd2557b,hard,69,H,H,Algebra,H.A.,Linear equations in one variable,0a8ef772-3d8b-4fa8-83db-1dd41dc3c9cf,,23193832-6bfe-43c5-a264-2c42fc128387
92ccf030,hard,70,H,H,Algebra,H.A.,Linear equations in one variable,,048006-DC,24562486-201a-4e8c-be26-6f3f2e338b68
452f0013,hard,71,H,H,Algebra,H.D.,Systems of two linear equations in two variables,cd4b9f7e-a736-4d47-bf95-f20f3af337f7,,25159529-141c-4800-a39a-a08a76d403d0
f72d8733,hard,72,H,H,Algebra,H.C.,Linear equations in two variables,,115813-DC,27d14088-7b72-446f-915c-f9bb307ca014
1766c1da,hard,73,H,H,Algebra,H.D.,Systems of two linear equations in two variables,9be24ef3-fcd3-4e3b-9f4e-2ab35eb4f52e,,27f0b548-8283-491f-8a17-a0cd2665b665
06d5446b,hard,74,H,H,Algebra,H.C.,Linear equations in two variables,8a6d9e4e-6de9-4797-a7e7-1597c3775e58,,27fc0713-a569-4245-9a92-860bd01dd7de
90676d6e,hard,75,H,H,Algebra,H.C.,Linear equations in two variables,5f9c6f93-d179-44e0-ab1a-3e1de70ba4b2,,28b10826-0095-484d-8c75-1a350fa7f267
544cd9eb,hard,76,H,H,Algebra,H.A.,Linear equations in one variable,d328d770-0a79-4d4c-b8c7-a0d0723c1717,,28e7b5db-4d4b-4604-94b8-ee419c3b8864
6a73a3f1,hard,77,H,H,Algebra,H.C.,Linear equations in two variables,30ee9fa9-3b57-4424-bbed-cf7158f5926f,,28fab6c4-9e55-49f1-a987-baa70937da81
a02f06c1,hard,78,H,H,Algebra,H.A.,Linear equations in one variable,1452ce01-d547-4a35-aa10-bc985d2425b3,,29001c02-5bbf-4563-a1b6-9881985362c9
7cb92d27,hard,79,H,H,Algebra,H.B.,Linear functions,387b78e5-13e8-43d5-a1e3-9e311d723c79,,2c06529b-2d91-43ed-9388-9c8c17b0bf53
7e4eb562,hard,80,H,H,Algebra,H.C.,Linear equations in two variables,46a9e237-5907-40ff-bea4-a0f3cb8f6712,,2c3cdbd0-22f9-471e-a226-0d447f80866b
d51592c5,hard,81,H,H,Algebra,H.D.,Systems of two linear equations in two variables,cf4103fe-a873-41d1-9421-518975b286cc,,2c8ebf5f-c7ef-4ec0-9035-0cf757ddbe1f
4c85accf,hard,82,H,H,Algebra,H.C.,Linear equations in two variables,30c0356f-9768-4b39-987d-e0d22ded81c9,,2d7ad977-0461-4dcb-bfe5-2023f44fae77
5056e17a,hard,83,H,H,Algebra,H.A.,Linear equations in one variable,af79f18f-ce32-4e6d-9958-5a60e9214d20,,2dd542e5-b06f-47c7-ae6b-b2a654f55938
54b98bb2,hard,84,H,H,Algebra,H.B.,Linear functions,22d9ed1a-67a8-4c98-b921-105780947fe1,,2ff46891-a95c-4933-9f17-be0877e6d647
31f29113,hard,85,H,H,Algebra,H.C.,Linear equations in two variables,9271672d-1f44-4f7b-9a43-cb2a924d3c05,,32dc454f-9b9e-44fb-a76b-a44f8735235d
60c4f1bb,hard,86,H,H,Algebra,H.D.,Systems of two linear equations in two variables,3ffbc065-a332-405d-a2b2-f9fca7af8ff6,,334ec2f1-2f5e-427a-b21f-2bb662af6165
81827bca,hard,87,H,H,Algebra,H.D.,Systems of two linear equations in two variables,1ee69152-ce73-4bd1-a9c5-e26fc985f2cc,,341a1120-667f-4e72-a5cb-a22a687a7492
3ad3d296,hard,88,H,H,Algebra,H.D.,Systems of two linear equations in two variables,fbcc5b08-7edb-49ca-9844-a17f4d7ab6f6,,358cc1b5-4d6e-4661-b09e-c57968368008
f6db8a59,hard,89,H,H,Algebra,H.A.,Linear equations in one variable,607c5365-fbe5-41cf-b868-92730cb7fd24,,383e77bd-3ad2-4978-a7b2-ea2fa18dcd3b
6aa0d7f7,hard,90,H,H,Algebra,H.D.,Systems of two linear equations in two variables,468369c6-10ba-430b-9c61-e893b6a87589,,39c962e0-f0e3-435a-8d1e-14c055d867cf
c15679c6,hard,91,H,H,Algebra,H.B.,Linear functions,a4f632c8-967e-4cd5-844e-717c1232b9a3,,3a303cd7-4b06-4de5-a372-6b52eb8bb09f
c5464480,hard,92,H,H,Algebra,H.D.,Systems of two linear equations in two variables,8ef683af-c956-4d52-92cf-228fd92db23f,,3a7f596c-0298-41af-96f2-ec4e410af6d4
6df00d49,hard,93,H,H,Algebra,H.C.,Linear equations in two variables,3cf261ee-c04f-420d-950b-f87d856065e5,,3f82b5c1-5614-4424-adca-4708e3a4d9a6
693d678f,hard,94,H,H,Algebra,H.D.,Systems of two linear equations in two variables,,069707-DC,40885871-2256-411e-85f8-4a25488bd8d5
968ba0d0,hard,95,H,H,Algebra,H.A.,Linear equations in one variable,a329bb24-7142-470f-94d4-76ff2ba1fdfe,,40f4a03a-1851-4733-8949-40bf2c462d16
27405c12,hard,96,H,H,Algebra,H.D.,Systems of two linear equations in two variables,9583d1f0-59bb-4e45-8945-38a94e8fd2fb,,41988d40-a47b-43e9-840b-990ff93d320e
91101a47,hard,97,H,H,Algebra,H.D.,Systems of two linear equations in two variables,f07dfc86-225f-447a-9823-e9412a4ab460,,4231c470-c73e-43cc-83db-b22a578d4ab6
4454d5f7,hard,98,H,H,Algebra,H.A.,Linear equations in one variable,2ab1e9c5-2368-4010-9548-1fe7f80f31f0,,427a471b-5507-4d00-a62b-f463d67fb463
59bb1619,hard,99,H,H,Algebra,H.A.,Linear equations in one variable,,047808-DC,4460d5b4-2107-4298-a173-f928955201a6
7f7cb3f3,hard,100,H,H,Algebra,H.C.,Linear equations in two variables,a0b015f7-f6d9-4be0-98d3-a0e930675b4e,,44781e14-663a-46ae-a0ba-0d4255e2b369
a24e9a49,hard,101,H,H,Algebra,H.E.,Linear inequalities in one or two variables,e777fb75-d125-4641-857e-9a28e157b42e,,45dfeb16-340d-486d-a7db-d1a858048e6d
87b9e4c3,hard,102,H,H,Algebra,H.D.,Systems of two linear equations in two variables,baafcd20-4de1-40ff-a6be-ad15cc6e0e4e,,473bf4af-7c74-4641-8767-b5ef09227444
eef8d49a,hard,103,H,H,Algebra,H.C.,Linear equations in two variables,416cb680-a841-49bf-8049-d61b976648af,,47ae705a-c43f-4581-8dac-59b617f952ff
91df7cdc,hard,104,H,H,Algebra,H.D.,Systems of two linear equations in two variables,14df15ec-c455-4a29-bb01-75c5069a47ec,,48030eb3-73cb-44d7-be41-acf71aa9e5a0
5148dc5b,hard,105,H,H,Algebra,H.C.,Linear equations in two variables,0eb60f25-b330-4a5d-a1cb-22b216168c56,,48985105-c019-40fe-8246-073514c762b6
15676ce3,hard,106,H,H,Algebra,H.C.,Linear equations in two variables,6c3ac06a-b257-40be-88eb-a425bde5d6c5,,4bfec3de-a33d-4e31-a322-14ad7e947283
